,pop_density,flu_shot,covid_shots,bmi_diff
11637,-0.0,0.0,1.0,-0.0
11568,-0.0,0.0,1.0,-0.0
16649,-0.0,0.0,1.0,0.0
19721,0.0,0.0,1.0,0.0
12464,-0.0,0.0,1.0,-0.0
10422,-0.0,0.0,1.0,-0.0
15911,0.0,1.0,1.0,0.0
16308,-0.9,0.0,1.0,0.0
18058,-0.3,0.0,1.0,-0.0
12850,0.0,0.0,1.0,0.0
13560,-0.4,0.0,2.0,-0.0
18980,0.0,0.0,1.0,-0.0
15046,-1.0,0.0,0.0,0.0
14818,-0.0,0.0,1.0,-0.0
10222,0.0,0.0,2.0,-0.0
17819,-0.1,0.0,1.0,0.0
10159,-0.2,0.0,2.0,0.0
18828,-0.4,0.0,1.0,0.0
11162,-0.3,0.0,1.0,0.0
19329,0.0,0.0,1.0,0.0
12553,0.0,0.0,1.0,-0.0
15113,-0.0,0.0,1.0,-0.0
10894,-0.0,0.0,1.0,-0.0
18845,0.0,0.0,2.0,0.0
10575,-0.0,0.0,1.0,-0.0
13563,-0.2,0.0,1.0,0.0
12056,-0.0,0.0,2.0,0.0
11404,0.0,0.0,2.0,-0.0
19026,-0.0,0.0,1.0,-0.0
18805,-2.3,0.0,0.0,-0.0
10786,-0.5,0.0,1.0,-0.0
16861,-0.4,0.0,1.0,-0.0
11167,0.0,0.0,2.0,-0.0
17565,-0.2,0.0,1.0,0.1
18102,0.0,0.0,1.0,-0.0
12568,-0.8,0.0,0.0,0.0
17020,-0.0,0.0,1.0,-0.0
14107,0.0,0.0,0.0,0.0
17606,-0.0,0.0,2.0,0.0
10183,0.1,0.0,2.0,-0.0
15002,-0.0,0.0,1.0,-0.0
19193,0.0,0.0,1.0,0.0
16215,0.0,0.0,1.0,0.0
12917,-0.0,0.0,0.0,0.0
18576,0.0,0.0,1.0,-0.0
11464,-0.2,0.0,2.0,-0.0
14247,0.0,0.0,2.0,0.0
13096,-0.0,0.0,1.0,0.0
12729,-0.0,0.0,1.0,0.0
19651,-0.0,0.0,3.0,-0.0
16257,0.0,0.0,1.0,0.0
17248,-1.1,0.0,0.0,0.0
12615,-0.4,0.0,1.0,-0.0
10248,-0.7,0.0,1.0,0.0
18544,0.0,0.0,1.0,0.0
16306,-0.6,0.0,0.0,0.0
18162,-0.0,0.0,2.0,-0.0
15417,0.0,0.0,1.0,-0.0
10030,0.0,0.0,2.0,-0.0
10053,-0.0,0.0,1.0,0.0
12770,-0.0,0.0,1.0,0.0
16471,-0.7,0.0,1.0,0.0
12269,-1.0,0.0,0.0,0.0
15998,-0.3,0.0,1.0,-0.0
19894,0.0,0.0,2.0,0.0
10605,0.0,0.0,1.0,-0.0
10199,-0.1,0.0,2.0,0.0
16183,-0.2,0.0,1.0,0.0
10067,-0.0,0.0,1.0,-0.0
16532,-0.3,0.0,1.0,0.0
12828,-0.1,0.0,1.0,0.0
17294,-0.0,0.0,2.0,-0.0
12043,-0.0,0.0,2.0,-0.0
10379,-0.9,0.0,0.0,-0.0
19864,-0.0,0.0,1.0,0.0
19221,-0.0,0.0,1.0,-0.0
15827,-0.0,0.0,1.0,-0.0
14579,-0.1,0.0,1.0,0.0
12709,-0.3,0.0,2.0,0.0
16410,-0.3,0.0,2.0,0.0
17308,-0.0,0.0,2.0,0.0
18813,0.0,0.0,1.0,-0.0
13018,0.0,0.0,2.0,0.0
13069,0.0,0.0,1.0,0.0
10413,-0.5,0.0,1.0,0.0
14858,-0.0,1.0,1.0,-0.0
17637,-0.0,0.0,2.0,0.0
15592,-0.7,0.0,1.0,0.0
17648,-0.5,0.0,1.0,-0.0
19855,0.0,0.0,2.0,0.0
19300,0.0,0.0,1.0,0.0
16908,-0.3,0.0,2.0,0.0
11109,0.0,0.0,1.0,-0.0
16944,0.1,0.0,2.0,-0.0
12138,-0.0,0.0,2.0,0.0
12684,-0.3,0.0,1.0,-0.0
17337,0.0,1.0,1.0,-0.0
15652,-0.0,0.0,2.0,-0.0
10047,0.0,0.0,2.0,0.0
15706,0.0,0.0,1.0,0.0
18151,0.0,0.0,1.0,-0.0
16612,-0.2,0.0,1.0,-0.0
10738,-0.0,0.0,1.0,0.0
18199,-0.0,0.0,1.0,-0.0
16189,-0.2,0.0,1.0,-0.0
10170,-0.0,0.0,1.0,-0.0
17339,0.0,0.0,2.0,0.0
15211,0.0,0.0,1.0,0.0
17456,0.0,0.0,1.0,-0.0
13559,-0.0,0.0,1.0,-0.0
19811,-0.0,0.0,1.0,-0.0
10064,-0.0,0.0,2.0,0.0
18780,0.0,0.0,1.0,0.0
15481,-0.0,0.0,2.0,-0.0
15916,-0.0,0.0,1.0,-0.0
15882,-0.0,0.0,3.0,0.0
10681,-3.1,0.0,0.0,-0.0
15513,-0.4,0.0,1.0,-0.0
11656,0.0,0.0,1.0,0.0
19942,-0.2,0.0,1.0,0.0
16244,0.0,0.0,0.0,0.0
10568,-0.1,0.0,2.0,0.0
18574,-0.0,0.0,2.0,0.0
14940,-0.0,0.0,2.0,-0.0
15980,0.0,0.0,1.0,-0.0
12436,0.0,0.0,1.0,0.0
13940,-0.7,0.0,1.0,0.0
14519,0.1,0.0,1.0,0.0
14168,-0.0,0.0,1.0,-0.0
10039,-0.7,0.0,0.0,0.0
13909,0.0,0.0,1.0,0.0
14331,0.1,0.0,2.0,-0.0
11947,-0.0,0.0,1.0,0.0
13737,0.0,0.0,1.0,0.0
17770,-0.1,0.0,2.0,0.0
15948,-0.5,0.0,1.0,0.0
18619,-0.0,0.0,1.0,-0.0
13676,-0.0,0.0,2.0,0.0
18971,0.0,0.0,1.0,-0.0
17999,0.0,0.0,2.0,0.0
14666,-0.7,0.0,1.0,-0.0
15353,0.0,0.0,1.0,-0.0
13658,-0.3,0.0,1.0,-0.0
12333,-0.3,0.0,1.0,-0.0
10266,0.0,0.0,2.0,-0.0
19037,-0.0,0.0,1.0,0.0
11627,0.0,0.0,1.0,0.0
16697,-0.1,0.0,1.0,0.0
19432,-0.0,0.0,2.0,-0.0
13479,-0.0,0.0,2.0,0.0
12918,0.0,0.0,1.0,-0.0
16479,-0.3,0.0,1.0,0.0
17323,-0.0,0.0,1.0,-0.0
16041,-0.1,0.0,2.0,0.0
12316,-0.1,0.0,1.0,-0.0
11166,-0.4,0.0,2.0,-0.0
10130,0.0,1.0,1.0,0.0
18782,-1.0,0.0,1.0,-0.0
12745,-0.4,0.0,2.0,-0.0
14062,-0.9,0.0,1.0,-0.0
13633,-0.2,0.0,1.0,-0.0
11754,-0.0,0.0,1.0,-0.0
18397,-0.0,0.0,1.0,-0.0
16988,-0.2,0.0,0.0,0.0
17757,0.0,0.0,1.0,0.1
12670,-0.0,0.0,2.0,-0.0
14839,0.0,0.0,1.0,-0.0
14737,-0.0,0.0,1.0,0.0
12485,0.0,0.0,1.0,0.0
16417,-0.9,0.0,1.0,0.0
19979,-0.0,0.0,1.0,-0.0
19717,-0.3,0.0,2.0,-0.0
18696,-0.2,0.0,1.0,0.0
11038,-0.0,0.0,1.0,0.0
14863,-0.6,0.0,1.0,0.0
15166,-3.6,0.0,0.0,0.0
11882,-0.2,0.0,1.0,0.0
11344,-0.2,0.0,1.0,-0.0
17360,0.0,0.0,1.0,-0.0
16352,0.0,0.0,2.0,0.0
14746,-1.1,0.0,0.0,-0.0
14813,-0.4,0.0,2.0,0.0
18249,-0.1,0.0,1.0,-0.0
16909,-0.6,0.0,1.0,0.0
10999,0.0,0.0,2.0,-0.0
15555,-0.2,0.0,1.0,0.0
17088,-0.1,0.0,1.0,-0.0
19702,-0.0,0.0,1.0,-0.0
18312,0.0,0.0,1.0,0.0
10851,0.0,0.0,2.0,-0.0
13383,-0.1,0.0,2.0,0.0
12599,-0.7,0.0,0.0,0.0
16288,-0.0,0.0,1.0,0.0
19612,-0.0,0.0,2.0,0.0
18248,0.0,0.0,1.0,0.0
18547,-0.0,0.0,1.0,-0.0
18108,0.0,0.0,1.0,-0.0
13285,-0.2,0.0,2.0,-0.0
17706,-0.4,0.0,1.0,-0.0
11223,-0.0,0.0,1.0,-0.0
