,pop_density,flu_shot,covid_shots,bmi_diff
10649,-0.0,0.0,1.0,-0.0
17863,-0.0,0.0,1.0,0.0
17846,0.0,0.0,0.0,-0.0
18472,-0.0,0.0,0.0,0.1
10948,0.0,0.0,1.0,0.0
14538,0.0,0.0,1.0,0.0
14070,-0.9,0.0,0.0,-0.0
15485,-0.0,0.0,2.0,0.0
16635,-1.8,0.0,0.0,-0.1
19228,0.0,0.0,1.0,-0.0
13167,-0.7,0.0,1.0,0.1
18550,0.0,0.0,1.0,0.0
17778,-0.3,0.0,1.0,0.0
14146,-0.0,0.0,1.0,-0.0
13666,0.0,0.0,1.0,0.0
16685,0.0,0.0,1.0,0.0
12413,-1.1,0.0,0.0,0.0
15780,-0.1,0.0,1.0,0.0
15108,-0.0,0.0,1.0,0.0
19000,-0.5,0.0,0.0,0.0
15986,0.0,0.0,1.0,-0.0
16147,0.0,0.0,1.0,-0.0
16714,0.1,0.0,1.0,-0.0
14166,-0.0,0.0,0.0,-0.0
11416,0.0,1.0,1.0,-0.0
12390,0.0,0.0,1.0,0.0
17123,-0.3,0.0,0.0,-0.0
10022,-0.2,0.0,1.0,-0.0
12039,-0.4,0.0,2.0,0.0
19009,-0.4,0.0,0.0,-0.1
19050,-0.0,0.0,1.0,-0.0
10802,-0.0,0.0,0.0,0.1
15005,-0.4,0.0,0.0,0.0
18055,-0.0,0.0,1.0,-0.0
16747,-0.1,0.0,2.0,-0.0
11828,-0.1,0.0,0.0,0.0
18448,-0.3,0.0,1.0,0.2
15033,0.0,0.0,1.0,-0.0
18221,-0.7,0.0,0.0,-0.1
10617,0.0,0.0,1.0,-0.0
18266,-0.6,0.0,0.0,-0.0
14401,0.0,0.0,1.0,-0.0
13332,-0.6,0.0,0.0,0.0
14079,0.0,0.0,1.0,0.0
10407,0.0,1.0,0.0,0.0
19844,-0.9,0.0,1.0,0.0
17185,-0.6,0.0,0.0,-0.0
18935,-0.0,0.0,2.0,-0.0
16002,-0.0,1.0,1.0,-0.0
11138,0.0,0.0,1.0,0.0
17221,-0.2,0.0,1.0,-0.0
11706,0.0,0.0,2.0,0.0
11440,0.0,0.0,1.0,0.0
16399,0.0,0.0,1.0,-0.0
11603,-0.3,0.0,0.0,-0.0
17631,-0.1,0.0,0.0,-0.0
16484,-0.1,0.0,0.0,0.0
14695,-0.0,0.0,1.0,-0.0
17601,-0.9,0.0,0.0,-0.1
18089,-0.0,0.0,2.0,-0.0
17708,-0.0,0.0,2.0,0.0
10255,0.1,0.0,0.0,0.0
12270,-0.0,0.0,1.0,0.0
10690,-0.7,0.0,0.0,-0.0
18600,0.0,0.0,1.0,-0.0
13019,0.0,0.0,1.0,-0.0
15044,-0.0,0.0,0.0,-0.0
16670,-0.9,0.0,0.0,0.0
17248,-0.0,0.0,2.0,0.0
13435,-0.1,0.0,0.0,0.0
19467,-0.1,0.0,1.0,0.0
14876,-0.7,0.0,0.0,-0.1
10529,0.0,0.0,1.0,-0.0
16374,0.0,0.0,1.0,-0.0
12271,-0.7,0.0,0.0,0.0
18783,0.1,0.0,0.0,-0.0
18759,-0.5,0.0,0.0,0.0
14694,-0.0,0.0,1.0,0.0
14085,0.1,0.0,1.0,-0.0
11578,-0.1,0.0,0.0,0.0
12980,-0.8,0.0,0.0,-0.0
11746,0.0,1.0,1.0,0.0
10501,-0.2,0.0,0.0,0.0
18443,0.0,1.0,0.0,-0.0
10754,0.0,0.0,1.0,-0.0
11363,-0.4,0.0,0.0,-0.0
17657,0.0,0.0,2.0,-0.0
14679,-0.0,0.0,1.0,0.0
14344,-0.2,0.0,0.0,0.0
15356,0.0,0.0,1.0,0.0
19247,-0.4,0.0,1.0,0.0
14445,-0.0,0.0,1.0,0.0
19538,-0.0,0.0,2.0,0.0
14556,-0.1,0.0,1.0,-0.0
16888,0.0,0.0,1.0,0.0
16264,-0.1,0.0,1.0,-0.0
14438,-0.0,0.0,1.0,-0.0
18657,0.1,0.0,1.0,-0.0
15676,-0.0,0.0,1.0,0.0
17289,0.0,0.0,2.0,0.0
13523,-0.4,0.0,0.0,0.0
13845,0.0,0.0,2.0,0.0
18069,-0.2,0.0,1.0,0.0
14660,-0.0,0.0,1.0,-0.0
14724,0.0,0.0,0.0,-0.1
15669,-0.0,0.0,1.0,0.0
16749,0.0,0.0,2.0,0.0
14962,0.0,0.0,1.0,-0.0
12190,0.0,0.0,1.0,-0.0
16387,-0.0,0.0,1.0,0.0
14492,0.0,1.0,1.0,-0.0
14675,-0.0,0.0,0.0,0.0
11861,-0.0,1.0,0.0,-0.0
14818,0.0,0.0,1.0,0.0
16344,-0.2,0.0,0.0,-0.0
14872,-2.5,0.0,3.0,0.0
17404,-0.2,0.0,0.0,-0.0
13676,0.1,0.0,0.0,-0.0
18502,-0.2,0.0,1.0,0.1
16489,-0.3,0.0,1.0,0.0
13128,0.1,0.0,0.0,-0.0
19662,-1.0,0.0,1.0,-0.0
12113,-0.7,0.0,0.0,-0.0
18928,0.2,0.0,1.0,-0.0
10086,-0.5,0.0,0.0,0.0
12196,-0.7,0.0,0.0,0.0
14211,0.0,0.0,1.0,-0.0
12555,-0.8,0.0,0.0,0.0
19019,0.0,0.0,0.0,-0.0
10624,-0.0,0.0,1.0,-0.0
15814,-0.0,0.0,1.0,-0.0
10794,-0.1,0.0,1.0,-0.0
14883,0.0,0.0,1.0,-0.0
13457,-0.2,0.0,1.0,0.0
13672,-0.3,0.0,0.0,-0.0
12897,0.0,0.0,1.0,0.0
11351,-0.0,0.0,1.0,-0.0
17224,-0.1,0.0,1.0,-0.0
15023,-0.0,0.0,2.0,-0.0
15597,0.0,1.0,1.0,-0.0
14292,0.0,0.0,0.0,-0.0
16349,-0.5,0.0,1.0,-0.0
13931,-0.7,0.0,1.0,-0.1
15916,-0.1,0.0,1.0,0.0
15825,0.1,0.0,1.0,0.0
12733,-0.3,0.0,0.0,-0.0
14236,-0.5,0.0,2.0,0.0
14215,-0.0,0.0,1.0,-0.0
14909,-0.5,0.0,0.0,-0.0
19162,0.0,0.0,0.0,0.1
17036,-0.1,0.0,0.0,-0.0
17943,-0.1,0.0,1.0,0.0
17946,0.0,0.0,1.0,-0.0
12207,-0.9,0.0,0.0,-0.0
13395,-0.0,0.0,1.0,-0.0
11587,-0.6,0.0,0.0,0.1
14257,-1.2,0.0,0.0,0.0
16317,-0.6,0.0,0.0,-0.0
10344,0.0,0.0,0.0,0.0
15301,-0.0,0.0,1.0,-0.0
10977,0.0,0.0,0.0,-0.0
12718,0.0,0.0,1.0,-0.0
10531,-0.0,0.0,1.0,0.0
19030,-0.0,0.0,1.0,-0.0
18666,-1.2,0.0,2.0,0.0
10651,-0.3,0.0,0.0,-0.0
11180,0.0,0.0,1.0,-0.0
18287,-0.0,0.0,1.0,0.0
13626,-0.1,0.0,0.0,0.0
11349,0.0,0.0,2.0,-0.0
11759,0.0,0.0,2.0,-0.0
12042,0.0,0.0,2.0,0.0
16067,-0.4,0.0,0.0,0.0
16099,0.0,0.0,1.0,0.0
12577,0.0,1.0,1.0,-0.0
17370,-0.5,0.0,3.0,-0.0
11527,-0.0,0.0,0.0,0.0
11836,-0.4,0.0,0.0,0.0
10200,0.0,0.0,1.0,0.0
13415,0.0,0.0,1.0,0.0
11292,0.0,0.0,2.0,0.0
19613,-0.4,0.0,0.0,0.0
10989,-0.1,0.0,0.0,0.0
11508,-0.7,0.0,1.0,0.1
19339,-0.0,0.0,1.0,-0.0
11450,0.0,0.0,1.0,-0.0
18451,-0.5,0.0,1.0,0.0
14336,-0.4,0.0,2.0,0.0
10040,-0.1,0.0,0.0,0.0
17956,-0.0,0.0,1.0,0.0
15341,-0.2,0.0,1.0,-0.2
15349,-0.5,0.0,1.0,0.0
13071,0.0,0.0,0.0,0.1
15530,-0.0,0.0,1.0,-0.0
12871,-0.0,0.0,1.0,-0.0
14022,0.0,0.0,1.0,-0.0
13075,-0.2,0.0,1.0,0.0
19983,-0.8,0.0,0.0,-0.0
17555,0.1,0.0,0.0,-0.0
16898,0.0,0.0,1.0,-0.0
