,pop_density,flu_shot,covid_shots,bmi_diff
16944,-0.0,0.0,2.0,-0.0
17885,-0.0,0.0,1.0,-0.0
14424,-0.0,0.0,1.0,-0.0
13484,-0.0,0.0,1.0,0.0
12203,-0.1,0.0,0.0,-0.1
14855,-0.0,0.0,2.0,-0.0
13172,-0.0,0.0,1.0,-0.0
18909,-0.0,0.0,1.0,-0.0
19841,-0.4,0.0,1.0,-0.0
13044,-0.2,0.0,1.0,-0.1
17613,-0.0,0.0,1.0,-0.0
14057,-0.0,0.0,2.0,-0.0
12455,-0.0,0.0,3.0,0.0
12721,-0.0,0.0,0.0,-0.1
17689,-0.1,0.0,1.0,0.0
13648,0.0,0.0,2.0,0.0
18511,-0.2,0.0,0.0,0.0
19890,-0.0,0.0,2.0,0.0
18034,-0.0,0.0,2.0,0.0
14305,-0.7,0.0,0.0,0.1
12641,-0.0,0.0,1.0,0.0
15975,0.0,0.0,1.0,-0.0
18969,0.0,0.0,2.0,0.0
17777,0.0,0.0,2.0,0.0
17211,-0.7,0.0,0.0,0.0
11249,0.0,0.0,1.0,0.0
12683,-0.0,0.0,2.0,-0.0
16562,-0.1,0.0,0.0,0.0
12193,-0.7,0.0,1.0,-0.1
16884,0.0,0.0,2.0,0.0
13077,-0.8,0.0,0.0,-0.0
16665,-0.1,0.0,1.0,-0.2
17123,-0.1,0.0,0.0,0.0
13576,-0.4,0.0,1.0,0.0
15134,0.0,0.0,1.0,0.0
16353,-0.6,0.0,0.0,-0.0
19598,0.0,0.0,1.0,-0.0
16574,-0.4,0.0,1.0,0.0
18215,-0.0,0.0,2.0,-0.0
16614,-0.5,0.0,0.0,0.2
14594,-0.0,0.0,2.0,0.0
14590,-0.6,0.0,1.0,-0.0
12472,0.0,0.0,1.0,0.0
18691,-0.5,0.0,1.0,-0.0
17012,0.0,0.0,1.0,0.0
13071,-0.0,0.0,2.0,-0.0
14085,0.0,0.0,1.0,-0.1
16963,0.0,0.0,1.0,0.0
19053,0.0,0.0,1.0,-0.0
15983,-0.0,0.0,2.0,-0.0
14879,0.0,1.0,0.0,-0.0
17251,0.0,0.0,3.0,0.0
12890,-0.7,0.0,1.0,0.1
13199,0.0,0.0,1.0,0.0
19375,-0.0,0.0,1.0,0.0
18881,-0.1,0.0,0.0,0.0
12966,-0.2,0.0,2.0,-0.1
11088,-0.4,0.0,0.0,-0.0
11919,0.0,1.0,0.0,0.0
12846,-0.5,0.0,1.0,-0.0
14660,-0.0,0.0,1.0,0.0
10002,-0.0,0.0,1.0,0.0
10142,-0.0,1.0,1.0,0.0
12952,-0.0,0.0,1.0,-0.0
14207,0.0,0.0,2.0,-0.0
16481,-0.0,0.0,1.0,0.0
19729,-0.0,1.0,1.0,-0.0
16491,0.0,0.0,1.0,-0.0
18714,-0.8,0.0,0.0,0.0
10359,0.0,0.0,1.0,0.0
10544,-0.1,0.0,0.0,-0.0
10417,-0.0,0.0,1.0,0.0
15570,-0.4,0.0,0.0,0.0
