,pop_density,flu_shot,covid_shots,bmi_diff
13590,-0.0,0.0,1.0,-0.0
11723,0.0,0.0,1.0,-0.0
17403,0.0,0.0,1.0,-0.0
14933,-0.0,0.0,1.0,0.0
17182,-0.0,0.0,2.0,-0.0
10082,0.0,0.0,2.0,-0.0
10818,-0.1,0.0,1.0,0.0
12629,0.0,0.0,0.0,-0.0
19214,-0.0,0.0,1.0,-0.0
15215,-0.0,0.0,1.0,0.0
16342,-0.0,0.0,1.0,0.0
17431,0.0,0.0,1.0,-0.0
16011,0.0,0.0,1.0,-0.0
12579,-0.0,0.0,1.0,0.0
11422,-0.1,0.0,0.0,-0.0
13435,-0.1,0.0,1.0,0.0
11820,-0.0,0.0,1.0,0.0
17787,0.0,0.0,0.0,0.0
16263,0.0,0.0,1.0,-0.0
14163,-0.0,0.0,1.0,0.0
19022,-0.5,0.0,1.0,0.0
12674,-0.0,0.0,1.0,0.0
16435,-0.0,0.0,1.0,0.0
12474,0.1,0.0,1.0,-0.0
11923,0.1,0.0,2.0,-0.0
16741,-0.0,0.0,1.0,-0.0
15671,-0.0,0.0,1.0,-0.0
13553,0.0,0.0,2.0,-0.0
19184,0.0,1.0,1.0,-0.0
10897,-0.0,0.0,1.0,0.0
18762,0.0,0.0,0.0,0.0
17906,0.0,0.0,1.0,0.0
17373,-0.0,0.0,1.0,-0.0
15968,0.0,0.0,1.0,0.0
16203,-0.1,0.0,2.0,0.0
13621,-0.4,0.0,0.0,-0.0
17545,0.0,0.0,2.0,0.0
18295,-0.0,0.0,1.0,-0.0
14283,-0.1,0.0,2.0,-0.0
14771,-0.0,0.0,1.0,0.0
11345,-0.0,0.0,1.0,0.0
10991,-0.4,0.0,1.0,-0.0
11435,-0.0,0.0,2.0,-0.0
17164,0.0,0.0,1.0,-0.0
15473,-0.9,0.0,0.0,0.0
11236,-0.1,0.0,1.0,0.0
19573,0.0,0.0,2.0,0.0
16418,0.0,0.0,2.0,0.0
11472,0.0,0.0,1.0,0.0
10642,-0.0,0.0,1.0,0.0
13739,-0.0,0.0,1.0,-0.0
19181,-0.0,0.0,1.0,0.0
13965,0.0,0.0,1.0,-0.0
16284,0.0,0.0,1.0,-0.0
17650,-0.0,0.0,2.0,0.0
14301,-0.0,0.0,1.0,0.0
18657,-0.4,0.0,1.0,-0.0
16915,-0.0,0.0,1.0,-0.0
13836,0.0,0.0,1.0,-0.0
13517,0.0,0.0,2.0,-0.0
16308,0.0,0.0,1.0,-0.0
18660,0.0,0.0,1.0,-0.0
11014,0.0,1.0,1.0,0.0
18661,0.0,0.0,1.0,0.0
14743,-1.0,0.0,1.0,-0.0
14819,-0.0,0.0,1.0,0.0
19675,0.0,0.0,1.0,0.0
16296,0.0,0.0,1.0,-0.0
12595,-0.0,0.0,1.0,0.0
11389,-0.2,0.0,0.0,0.0
11267,-0.2,0.0,2.0,0.0
15365,-0.8,0.0,0.0,-0.0
17118,0.0,0.0,1.0,-0.0
14882,-0.1,0.0,1.0,0.0
18098,0.0,0.0,1.0,-0.0
12529,-0.0,1.0,0.0,-0.0
16032,-0.1,0.0,1.0,-0.0
15929,0.0,0.0,1.0,-0.0
14137,-0.9,0.0,0.0,-0.0
17197,-0.0,0.0,1.0,0.0
12015,0.0,0.0,0.0,-0.0
11162,-0.4,0.0,0.0,-0.0
18612,0.0,0.0,1.0,0.0
14079,-1.3,0.0,2.0,-0.0
14448,-0.0,1.0,1.0,-0.0
16749,-0.0,0.0,1.0,0.0
10214,0.0,0.0,1.0,0.0
14794,-0.0,0.0,1.0,0.0
12531,-0.0,0.0,1.0,0.0
17928,-0.0,0.0,1.0,0.0
17898,-1.7,0.0,0.0,-0.0
18481,-0.3,0.0,2.0,-0.0
16301,-0.0,0.0,1.0,0.0
12050,-0.8,0.0,0.0,-0.0
18081,-0.0,0.0,1.0,0.0
14241,-0.0,0.0,1.0,0.0
15209,-0.4,0.0,0.0,-0.0
12860,-0.0,0.0,1.0,-0.0
19592,-0.1,0.0,1.0,0.0
16286,0.0,0.0,1.0,-0.0
19647,0.0,0.0,0.0,0.0
14672,-0.0,0.0,1.0,-0.0
11462,0.0,0.0,1.0,0.0
15141,-0.0,0.0,1.0,0.0
18708,-0.0,1.0,2.0,-0.0
19464,0.0,0.0,1.0,-0.0
19461,-0.0,0.0,1.0,0.0
11512,0.0,0.0,1.0,-0.0
17666,-0.9,0.0,0.0,0.0
10307,0.0,0.0,1.0,0.0
11526,-0.1,0.0,1.0,-0.0
17251,-1.4,0.0,0.0,-0.0
12389,-0.3,0.0,1.0,-0.0
10877,0.0,1.0,1.0,-0.0
15377,-0.5,0.0,1.0,-0.0
13630,0.0,0.0,1.0,0.0
18136,0.0,0.0,2.0,-0.0
16457,-0.1,0.0,1.0,0.0
19073,0.0,0.0,1.0,0.0
16854,0.0,0.0,1.0,0.0
14506,-0.4,0.0,0.0,0.0
18570,0.0,0.0,1.0,0.0
15271,-0.0,0.0,2.0,-0.0
13391,-0.0,0.0,1.0,0.0
12225,0.0,0.0,1.0,-0.0
15409,-0.0,0.0,1.0,-0.0
13293,-0.6,0.0,1.0,-0.0
11086,0.0,0.0,1.0,-0.0
19031,0.0,0.0,2.0,0.0
15240,-0.1,0.0,1.0,-0.0
11280,-1.5,0.0,2.0,0.0
15091,0.0,0.0,0.0,0.0
14918,-0.1,0.0,1.0,0.0
16007,-0.0,0.0,1.0,0.0
16022,0.0,0.0,1.0,-0.0
18726,-0.2,0.0,1.0,0.0
19091,-0.1,0.0,0.0,0.0
18840,-1.2,0.0,2.0,-0.0
18528,0.0,0.0,1.0,0.0
11739,-0.0,0.0,1.0,-0.0
10579,-0.3,0.0,1.0,0.0
18531,-0.6,0.0,0.0,-0.0
10906,-0.2,0.0,2.0,0.0
11339,0.0,0.0,1.0,0.0
17852,-0.3,0.0,0.0,-0.0
14738,0.0,0.0,1.0,0.0
11066,-0.0,0.0,1.0,-0.0
12287,0.0,0.0,3.0,-0.0
15180,-0.0,0.0,1.0,-0.0
19732,-0.0,0.0,1.0,-0.1
14570,-0.3,0.0,0.0,-0.0
12061,0.0,0.0,1.0,0.0
13138,0.0,0.0,1.0,-0.0
17387,-0.1,0.0,2.0,-0.0
19189,0.0,0.0,1.0,0.0
11118,-0.0,0.0,1.0,0.0
18000,0.0,0.0,2.0,-0.0
17897,-0.0,0.0,1.0,0.0
11112,-0.0,0.0,1.0,0.0
10868,0.1,0.0,3.0,0.0
13473,0.0,0.0,1.0,-0.0
19020,-0.1,0.0,2.0,-0.0
18032,-0.0,0.0,1.0,0.0
15438,-0.0,0.0,2.0,0.0
11593,-0.0,0.0,2.0,0.0
13233,-0.0,0.0,1.0,-0.0
17459,-0.0,0.0,1.0,-0.0
18503,-0.4,0.0,1.0,0.0
11651,0.0,0.0,0.0,-0.0
16886,0.0,0.0,1.0,-0.0
11581,0.0,0.0,1.0,-0.0
18292,-0.0,0.0,1.0,-0.0
10617,0.0,0.0,1.0,0.0
17154,-0.5,0.0,1.0,-0.0
10745,-0.0,0.0,3.0,-0.0
15565,-0.5,0.0,1.0,0.0
18266,-0.2,0.0,1.0,-0.0
17085,-0.0,0.0,1.0,0.0
17037,-0.0,0.0,2.0,0.0
11457,-0.0,0.0,1.0,0.0
17186,0.0,0.0,1.0,0.0
11910,0.0,0.0,2.0,-0.0
18222,-0.0,0.0,1.0,-0.0
18954,0.1,0.0,1.0,0.0
13064,-0.0,0.0,1.0,0.0
15098,0.0,0.0,0.0,-0.0
14922,-0.0,0.0,1.0,0.0
18850,-1.0,0.0,1.0,-0.0
14431,-0.0,0.0,1.0,-0.0
18934,-0.9,0.0,0.0,0.0
18606,-0.6,0.0,1.0,0.0
15411,0.0,0.0,1.0,0.0
11148,0.0,0.0,1.0,0.0
17134,-0.2,0.0,1.0,0.0
13449,0.0,0.0,1.0,-0.0
14420,0.0,0.0,1.0,-0.0
14739,0.0,0.0,1.0,-0.0
17524,-0.0,0.0,1.0,-0.0
17872,0.0,0.0,1.0,0.0
16855,-0.2,0.0,1.0,-0.0
