,pop_density,flu_shot,covid_shots,bmi_diff
19658,-0.0,0.0,1.0,0.0
16176,-0.6,0.0,1.0,0.0
13008,-0.0,0.0,2.0,-0.0
19977,0.0,0.0,2.0,-0.0
16540,-0.1,0.0,1.0,-0.0
10460,-0.3,0.0,1.0,-0.0
13370,-0.3,0.0,0.0,0.0
14939,-0.8,0.0,0.0,0.0
11774,-0.7,0.0,1.0,-0.0
19645,-0.0,0.0,2.0,-0.0
11917,-0.0,0.0,2.0,-0.0
16748,-0.4,0.0,0.0,0.1
13277,0.0,0.0,0.0,-0.1
14204,0.1,0.0,1.0,-0.0
13750,0.0,0.0,2.0,0.0
18995,-0.0,0.0,2.0,0.0
16693,0.0,0.0,0.0,-0.0
16084,-0.0,0.0,1.0,-0.0
12135,0.0,1.0,0.0,-0.0
17011,-0.0,0.0,1.0,-0.0
18703,-0.1,0.0,1.0,0.0
12697,0.0,0.0,1.0,0.0
12853,-0.1,0.0,1.0,0.0
15069,0.0,0.0,1.0,0.0
16546,-0.0,0.0,1.0,-0.0
14532,-0.0,0.0,1.0,0.0
11747,0.0,0.0,1.0,0.0
17283,-0.2,0.0,0.0,0.0
19017,0.0,0.0,3.0,0.0
10124,-0.2,0.0,2.0,0.0
13038,-0.0,0.0,1.0,0.0
17307,0.0,0.0,1.0,0.0
16136,0.0,0.0,0.0,0.1
14701,-0.0,0.0,1.0,0.0
11347,0.0,0.0,2.0,0.0
16208,-0.1,0.0,1.0,-0.0
17864,-0.0,0.0,1.0,-0.0
13910,0.0,0.0,2.0,0.0
16879,0.0,0.0,0.0,-0.1
19229,-0.0,0.0,1.0,-0.0
18286,-0.0,0.0,1.0,-0.1
15316,-0.0,0.0,1.0,0.0
11095,0.1,0.0,1.0,0.0
17430,0.0,0.0,2.0,0.0
12209,-0.1,0.0,3.0,-0.0
19909,0.0,0.0,0.0,-0.0
19355,-0.5,0.0,0.0,-0.0
12105,-0.8,0.0,1.0,0.0
17091,-2.6,0.0,0.0,0.0
19943,-0.0,0.0,2.0,0.0
16167,-0.7,0.0,1.0,0.0
18171,0.0,0.0,1.0,-0.0
10210,0.1,0.0,1.0,0.0
11676,0.0,0.0,1.0,-0.0
10224,-0.9,0.0,2.0,0.0
13619,0.0,0.0,1.0,0.0
15849,-0.0,0.0,1.0,-0.0
17310,0.0,0.0,1.0,-0.0
15213,-0.7,0.0,0.0,-0.0
12422,0.0,0.0,2.0,-0.0
12869,-0.0,0.0,2.0,-0.0
11895,-0.4,0.0,1.0,-0.0
16386,-0.0,0.0,1.0,-0.1
19881,-0.4,0.0,0.0,-0.0
19805,-0.0,0.0,3.0,-0.0
16645,0.0,0.0,2.0,-0.0
11447,-0.0,0.0,1.0,0.0
18657,-0.0,1.0,1.0,0.0
18090,-0.4,0.0,0.0,0.1
16361,-0.0,0.0,1.0,0.0
12258,-0.9,0.0,0.0,0.1
12538,0.0,0.0,1.0,0.1
18649,-0.0,0.0,1.0,-0.0
19365,-0.5,0.0,1.0,0.0
18411,-2.1,0.0,2.0,-0.0
17093,0.0,0.0,1.0,0.0
12408,-0.0,0.0,1.0,0.0
11742,-0.0,0.0,2.0,-0.0
11360,0.0,0.0,1.0,-0.0
17354,-0.0,0.0,1.0,0.0
14281,-0.0,0.0,1.0,0.0
17674,-0.0,0.0,1.0,0.0
18666,0.0,0.0,1.0,-0.0
11222,-0.7,0.0,0.0,-0.1
19825,-0.0,0.0,1.0,0.0
18830,-0.4,0.0,0.0,0.0
14959,-0.9,0.0,1.0,-0.0
18628,-0.8,0.0,1.0,0.1
19534,0.1,0.0,1.0,0.0
16563,-0.6,0.0,1.0,-0.0
14661,0.0,0.0,1.0,0.0
14825,0.0,0.0,1.0,-0.0
16682,-0.2,0.0,1.0,-0.0
18401,-0.4,0.0,1.0,-0.0
17318,-0.2,0.0,0.0,-0.1
16231,-0.0,0.0,0.0,0.1
14383,-0.5,0.0,1.0,-0.0
19128,-0.0,0.0,1.0,-0.0
14586,-0.0,0.0,1.0,0.0
15097,0.0,0.0,1.0,-0.0
15628,-0.1,0.0,0.0,0.0
12145,-0.6,0.0,0.0,-0.0
13837,-0.0,0.0,1.0,-0.0
15237,0.0,0.0,2.0,0.0
19027,-1.3,0.0,2.0,-0.1
19707,-0.8,0.0,0.0,0.0
17103,-0.4,0.0,0.0,-0.0
18513,0.0,0.0,1.0,-0.0
17372,-0.0,0.0,1.0,0.0
13221,-0.0,0.0,1.0,0.0
19393,-2.3,0.0,0.0,-0.0
15088,0.0,0.0,1.0,0.0
16121,-0.7,0.0,0.0,-0.0
10652,-0.3,0.0,0.0,0.0
11839,0.0,0.0,1.0,-0.0
11508,0.0,0.0,1.0,-0.0
16439,-0.4,0.0,0.0,-0.2
11824,0.0,0.0,1.0,0.0
17924,0.0,0.0,2.0,0.0
19059,-0.7,0.0,2.0,0.0
16822,-0.5,0.0,0.0,-0.0
17782,-0.9,0.0,1.0,-0.0
11509,-0.0,0.0,1.0,0.0
16847,-0.6,0.0,2.0,0.0
14614,-0.7,0.0,1.0,-0.0
14417,0.0,0.0,1.0,-0.0
14568,0.0,0.0,2.0,0.0
14326,0.0,0.0,2.0,0.0
18931,-0.0,0.0,1.0,-0.0
10410,0.0,0.0,2.0,0.0
15006,-0.6,0.0,0.0,-0.0
17398,0.1,0.0,1.0,-0.0
17434,0.0,0.0,2.0,0.0
19387,0.0,0.0,2.0,0.0
16329,-0.0,0.0,1.0,-0.0
10178,0.0,0.0,2.0,0.0
16408,-0.0,0.0,1.0,0.0
12595,0.0,0.0,1.0,-0.0
15399,0.0,0.0,2.0,0.0
16069,-0.2,0.0,1.0,-0.0
19895,-0.9,0.0,0.0,0.1
17886,0.0,0.0,1.0,-0.0
12403,-0.0,0.0,2.0,-0.0
17945,0.0,0.0,1.0,-0.0
11478,-0.7,0.0,0.0,0.1
12623,-1.0,0.0,0.0,0.0
13982,0.0,0.0,0.0,-0.0
16980,-0.0,0.0,2.0,0.0
13730,-0.0,0.0,1.0,-0.0
10623,0.0,0.0,0.0,0.1
14401,-0.8,0.0,0.0,-0.0
15147,-0.0,0.0,0.0,-0.1
10880,0.0,0.0,1.0,-0.1
11216,-0.0,0.0,1.0,0.0
13462,0.0,0.0,1.0,0.0
19760,-0.9,0.0,0.0,0.0
18669,-0.5,0.0,1.0,-0.0
